step	Perplexity
0	-7.530807750771885
0	-12.314757094616123
0	-9.762124222691163
0	-13.61668819042664
0	-13.55605097395252
0	-7.257155763655502
0	-17.328895318555524
0	-17.328895318555524
0	-16.30939616973605
0	-16.267682692927856
0	-16.252764756727807
0	-15.88207031153387
