Experiment,Created,Number of Documents,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,step,Coherence,Perplexity,RANDOM_SEED,train_data_path,test_data_path,procd_text,extract_sample.fraction,extract_sample.stratify_column,feature_engineering.bow,feature_engineering.tfidf,feature_engineering.ngram,feature_engineering.bert,feature_engineering.bert_pretrained_model,clustering_bert.algorithm,clustering_bert.num_clusters,clustering_bert.eps,clustering_bert.min_samples,topic_modeling.feature,topic_modeling.algorithm,topic_modeling.cluster,topic_modeling.num_topics
conic-orcs,08:33 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.45697846704040596,-12.31576448625774,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,False,12.0
aural-taus,08:29 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.44175370343821385,-12.955652856524594,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,20.0
epoxy-ibex,08:24 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.44552478562991327,-12.642058637187246,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,18.0
model-upas,08:19 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.42727826471667446,-12.344010921986179,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,16.0
prime-yolk,06:50 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.4175498941740291,-12.023313480668344,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,14.0
lated-raid,06:45 AM,32259.0,0.03444061428308487,3.1377328172539682,2517.315457361741,,0.4246342656388575,-11.694332122212053,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,12.0
macro-goos,06:40 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.37707639081131605,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,False,20.0
spiry-tuns,06:37 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4075720449382628,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,False,18.0
dress-mako,06:34 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.3941704553876426,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,False,16.0
peart-flap,06:31 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.3843887962891886,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,False,14.0
dowie-rick,06:28 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.3819371725082499,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,False,12.0
hyoid-tach,06:25 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.42401132003381925,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,20.0
medal-song,06:19 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.43169482792751446,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,18.0
warty-stud,06:14 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4200540114035932,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,16.0
silty-damn,06:09 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4213397458566105,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,14.0
pucka-afro,06:03 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.42563541083013634,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,12.0
spiny-divs,05:58 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.6076574180092305,-20.572461470686964,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,False,20.0
bawdy-alap,05:55 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.6064924518221582,-19.55718122264766,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,False,18.0
grapy-weep,05:53 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.6327161353791932,-18.489108953388754,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,False,16.0
lated-scow,05:50 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5993451341075708,-17.492851088384715,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,False,14.0
aging-weld,05:47 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5845030588759202,-16.380387337174742,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,False,12.0
dutch-vows,05:45 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5861323806920725,-19.507956772364636,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,20.0
tipsy-dunk,05:41 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5680311309260322,-18.5369134951845,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,18.0
bardy-unau,05:37 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5816786386420452,-17.591181115188128,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,16.0
warty-sing,05:33 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5709885515462101,-16.716510778584247,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,14.0
sarky-farm,05:29 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.5616384141272963,-15.882357491680743,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,12.0
undug-mart,05:25 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.42401724818655817,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,False,20.0
wised-stir,05:22 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4360547253483598,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,False,18.0
loved-cony,05:19 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.43261797394854695,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,False,16.0
glare-dabs,05:17 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4454952484670279,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,False,14.0
vatic-beak,05:14 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.44865342696070387,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,False,12.0
amber-kids,05:11 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.35283674124207987,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,20.0
axile-hock,05:06 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.3588166624261421,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,18.0
runic-sous,05:01 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.34545820096587215,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,16.0
amort-sink,04:56 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.3576175635658513,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,14.0
lobar-judo,04:51 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.35357930150108263,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,12.0
mesne-boff,04:46 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.41857820316352534,-14.391042468468974,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,False,20.0
faint-bott,04:43 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4173350500196046,-13.882440570873111,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,False,18.0
licit-ulna,04:41 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4422563804612601,-13.374778723559352,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,False,16.0
flash-buoy,04:38 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4332504733817464,-12.857757543306882,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,False,14.0
fenny-knit,04:36 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.45697846704040596,-12.31576448625774,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,False,12.0
peaky-over,04:33 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.39971586259043396,-13.034359185352299,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,20.0
ample-ciao,04:29 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.4108728466341211,-12.688731396336216,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,18.0
weepy-wino,04:25 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.38704465083407547,-12.381036007348971,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,16.0
messy-debt,04:21 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.39192766140573887,-12.041971420721989,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,14.0
other-tote,04:17 AM,32259.0,0.06334486603736877,2.8180778888310867,2947.4493460189947,,0.39158301825085456,-11.687864153449269,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,12.0
union-buoy,04:14 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.37707639081131605,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,False,20.0
incog-he'd,04:11 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4075720449382628,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,False,18.0
scary-poof,04:08 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3941704553876426,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,False,16.0
aging-loot,04:06 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3843887962891886,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,False,14.0
wormy-lots,04:03 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3819371725082499,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,False,12.0
bovid-salp,04:01 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3794772148887094,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,20.0
milky-fore,03:56 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3626333748427207,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,18.0
tawie-navy,03:52 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.36575810642406276,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,16.0
kooky-spit,03:48 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3611765720237747,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,14.0
abuzz-nine,03:44 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3829058740600861,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,12.0
glare-sacs,03:40 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.6076574180092305,-20.572461470686964,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,False,20.0
reedy-jass,03:38 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.6064924518221582,-19.55718122264766,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,False,18.0
typed-tamp,03:35 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.6327161353791932,-18.489108953388754,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,False,16.0
inane-judo,03:33 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.5993451341075708,-17.492851088384715,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,False,14.0
macho-mana,03:31 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.5845030588759202,-16.380387337174742,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,False,12.0
ropey-wont,03:29 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.603390927028505,-19.983830542214317,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,20.0
bovid-slaw,03:25 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.559612278988181,-18.982979897760693,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,18.0
dowdy-kale,03:22 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.5739022404792279,-18.042892858368344,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,16.0
kinky-vans,03:19 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.581112604031953,-17.116888027813516,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,14.0
typal-kind,03:16 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.49967725727331785,-16.194793282586033,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,12.0
irony-tort,03:13 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.42401724818655817,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,False,20.0
picky-vies,03:10 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4360547253483598,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,False,18.0
tangy-cole,03:08 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.43261797394854695,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,False,16.0
bally-bids,03:06 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4454952484670279,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,False,14.0
eerie-mast,03:03 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.44865342696070387,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,False,12.0
butch-ords,03:01 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.38256833460229234,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,20.0
blind-pein,02:57 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.38970102156973024,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,18.0
enate-tune,02:53 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.38460685319402405,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,16.0
chill-synd,02:49 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4021418890745045,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,14.0
mirky-yobs,02:45 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.3998041900490084,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,12.0
burry-bats,02:41 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.41857820316352534,-14.391042468468974,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,False,20.0
snaky-phon,02:39 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4173350500196046,-13.882440570873111,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,False,18.0
waney-tint,02:37 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4422563804612601,-13.374778723559352,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,False,16.0
roily-ribs,02:35 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4332504733817464,-12.857757543306882,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,False,14.0
sorer-maya,02:32 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.45697846704040596,-12.31576448625774,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,False,12.0
stray-bait,02:30 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.40494724325965104,-13.467753171550251,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,20.0
burry-care,02:27 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.40633888710401117,-13.065864673883715,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,18.0
honey-joss,02:24 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4005642747289289,-12.675604401428828,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,16.0
hammy-gape,02:21 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.39900355928265907,-12.275660175164226,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,14.0
weest-conk,02:18 AM,32259.0,0.08911851048469543,3.2000080364069476,3574.03574151533,,0.4015990576381894,-11.848399882126165,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,12.0
edged-sink,02:15 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.37707639081131605,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,20.0
gyral-ludo,02:12 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.4075720449382628,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,18.0
union-zhos,02:10 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3941704553876426,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,16.0
hated-maya,02:08 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3843887962891886,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,14.0
loyal-zips,02:05 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3819371725082499,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,False,12.0
crass-jynx,02:03 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3965880195276428,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,20.0
reedy-unau,02:00 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3973106231956315,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,18.0
tough-tuts,01:57 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.39889726923386115,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,16.0
agley-libs,01:54 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.3904619023691048,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,14.0
undug-fuzz,01:51 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.4138061480373788,None,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,12.0
waxen-sins,01:48 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.6076574180092305,-20.572461470686964,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,20.0
agley-pecs,01:45 AM,32259.0,0.24803930521011353,1.9758421685443364,5705.016157517404,,0.6064924518221582,-19.55718122264766,42.0,sample_train,test,lemma_wo_stpwrd,0.2,None,True,True,bigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,False,18.0
