Experiment,Created,Number of Documents,Silhouette Score,Davies-Bouldin Score,Calinski-Harabasz Score,step,Coherence,Perplexity,RANDOM_SEED,train_data_path,test_data_path,procd_text,extract_sample.fraction,extract_sample.stratify_column,feature_engineering.bow,feature_engineering.tfidf,feature_engineering.ngram,feature_engineering.bert,feature_engineering.bert_pretrained_model,clustering_bert.algorithm,clustering_bert.num_clusters,clustering_bert.eps,clustering_bert.min_samples,topic_modeling.feature,topic_modeling.algorithm,topic_modeling.cluster,topic_modeling.num_topics
dowdy-pein,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4885862352653779,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,nmf,True,8.0
lowly-berk,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.5270112988246911,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,nmf,True,6.0
braky-kids,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4974801976502521,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,nmf,True,4.0
ropey-leno,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.5129516379327448,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,nmf,True,2.0
robed-sums,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.431272328248122,-7.651151687711838,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,lda,True,10.0
wired-taro,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4356330888493683,-7.491048110570341,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,lda,True,8.0
glued-gyms,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4209753420391965,-7.429869186153774,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,lda,True,6.0
worse-tipi,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4502958093731502,-7.380050394885667,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,lda,True,4.0
mangy-brio,"Oct 18, 2023",32259.0,0.3802508115768432,1.570067594931216,4833.576139723367,,0.4612129117531401,-7.3589646184936335,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,bow,lda,True,2.0
typal-snug,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4216244418358833,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,nmf,True,10.0
basal-vent,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4395889362270469,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,nmf,True,8.0
taped-pant,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4517279083056903,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,nmf,True,6.0
matte-nard,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4372704484959493,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,nmf,True,4.0
lucid-lore,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.490787426766496,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,nmf,True,2.0
tined-size,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.5206321421544036,-11.02386392384884,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,lda,True,10.0
holey-lush,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.510885583600546,-10.51715834264495,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,lda,True,8.0
bored-cogs,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4753358040937914,-10.087222680841572,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,lda,True,6.0
shier-vent,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4163186824196684,-9.722429374908126,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,lda,True,4.0
lurid-gale,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.3574695770544792,-9.29440442001762,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,tfidf,lda,True,2.0
jumpy-cows,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4531528726666424,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,nmf,True,10.0
balmy-gaze,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4559076259179931,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,nmf,True,8.0
fazed-myth,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4697576700438919,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,nmf,True,6.0
tight-flus,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4523955687540554,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,nmf,True,4.0
worst-soft,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4094478854732476,-7.832518004454542,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,10.0
moral-orcs,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4555160559325903,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,nmf,True,2.0
aural-jerk,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.404900308853637,-7.684726926607669,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,8.0
known-feel,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4162551203274992,-7.550424354218561,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,4.0
total-kobs,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.3897795848083425,-7.605434487566237,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,6.0
rabic-stew,"Oct 18, 2023",32259.0,0.0344406142830848,3.137732996298953,2517.315273550412,,0.4139583243532202,-7.505364084398918,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,5.0,0.2,5.0,bow,lda,True,2.0
awing-rede,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4183255003020879,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,10.0
mangy-gula,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4364945231564803,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,8.0
leady-deep,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4469715876974193,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,6.0
waspy-plug,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4550592697426043,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,4.0
sarky-link,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4732837734812131,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,nmf,True,2.0
treed-keep,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4407552804746844,-9.970369449886466,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,6.0
fuggy-ulna,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4462238925698712,-10.90525984181648,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,10.0
jerky-typo,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4504322038892359,-10.380942183139464,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,8.0
crank-syce,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.3882735316916439,-9.618685994850118,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,4.0
yarer-girl,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.3736576227773265,-9.186329214411272,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,tfidf,lda,True,2.0
hoven-genu,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4510682816510926,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,10.0
holey-kail,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4594981405292488,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,8.0
washy-bean,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.477795521076659,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,6.0
gauge-doss,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4657574115629689,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,4.0
kempt-cree,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4123073021487999,-7.804970803616451,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,10.0
mixed-jive,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4627220931061847,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,nmf,True,2.0
vocal-mung,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4117088409105592,-7.643578527454231,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,8.0
swell-suer,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.3968875710209308,-7.561299650068335,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,6.0
bovid-pall,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.421419788237598,-7.51137192454236,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,4.0
batty-wool,"Oct 18, 2023",32259.0,0.0633448660373687,2.818077839641665,2947.4493460189947,,0.4153895740316237,-7.464950223832583,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,4.0,0.2,5.0,bow,lda,True,2.0
agape-eric,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4697987801156978,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,10.0
adept-fish,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4840446176986842,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,8.0
non-U-vang,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4861496954770212,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,6.0
mated-daff,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4898546848649276,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,4.0
incog-mast,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.5142474883517393,-10.538067349952634,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,10.0
adult-geum,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.5060553284958054,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,nmf,True,2.0
muley-bats,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4803704653030737,-10.018942292840022,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,8.0
swell-agma,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4572140435365907,-9.655369869233027,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,6.0
ledgy-agma,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.3985539289938551,-9.330733731453432,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,4.0
eight-dawn,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.3891252026502804,-8.959762536588295,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,tfidf,lda,True,2.0
store-chad,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4771819560286696,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,10.0
compo-seam,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4738479362907083,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,8.0
shill-tirl,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4980203728704865,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,6.0
agaze-fess,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4833428386713259,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,4.0
fiery-mash,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4912211250431086,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,nmf,True,2.0
dutch-cook,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.4263517972179487,-7.641700211824339,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,10.0
blind-taro,"Oct 18, 2023",32259.0,0.0891185104846954,3.200007994160689,3574.03574151533,,0.418911147488608,-7.477949247653744,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,8.0
rocky-ibex,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5514724314577947,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,8.0
shill-oats,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5070745821439895,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,6.0
gypsy-curs,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5218424163205017,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,4.0
keyed-dabs,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.568277720476497,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,nmf,True,2.0
forty-azan,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5204045846617459,-10.283337907671726,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,10.0
sedgy-toga,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.513122078589963,-9.762124222691163,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,8.0
gammy-sima,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.4416776317462847,-9.388837136183897,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,6.0
boric-lair,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.4032788780337273,-9.127477394794695,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,4.0
bonny-bott,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.4251604861095739,-8.769546701976616,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,tfidf,lda,True,2.0
soapy-wool,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.501586774566776,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,10.0
kooky-noil,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.50517191171777,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,8.0
swell-good,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5227572510685294,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,6.0
naive-peer,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5201159535273291,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,4.0
motor-spit,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.4592715591885632,-7.486000117907618,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,lda,True,10.0
angry-loft,"Oct 18, 2023",32259.0,0.2480393052101135,1.975842194682506,5705.016022017175,,0.5354473333809151,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,2.0,0.2,5.0,bow,nmf,True,2.0
beaut-cony,"Oct 18, 2023",32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.5589750840338729,-13.55605097395252,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,hierarchical,5.0,0.2,5.0,bow,nmf,True,8.0
lated-jots,"Oct 18, 2023",32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.5589750840338729,-13.55605097395252,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,4.0
swept-kale,"Oct 18, 2023",32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.5589750840338729,-13.55605097395252,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,unigram,True,bert-base-uncased,kmeans,3.0,0.2,5.0,bow,lda,True,2.0
gummy-hajj,06:21 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.377076390811316,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,20.0
fussy-clay,06:20 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.4075720449382628,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,18.0
sleek-jigs,06:19 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.3941704553876426,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,16.0
amiss-data,06:19 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.3843887962891886,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,14.0
non-U-jeer,06:17 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.3819371725082499,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,12.0
oiled-mays,06:17 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.3856927398971138,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,10.0
cushy-cors,06:16 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.4102191157291004,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,8.0
wight-math,06:15 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.4230633495334306,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,6.0
bendy-leaf,06:15 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.3984018687799904,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,4.0
unwed-chin,06:14 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.4905291673598128,,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,nmf,False,2.0
bardy-yank,06:13 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.6076574180092305,-20.572461470686964,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,lda,False,20.0
amber-toga,06:13 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.6064924518221582,-19.55718122264766,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,lda,False,18.0
sedgy-rick,06:13 AM,32259.0,0.3802508115768432,1.5700676501315132,4833.577081639854,,0.6327161353791932,-18.489108953388754,42.0,sample_train,test,lemma_wo_stpwrd,0.2,,True,True,bigram,True,bert-base-uncased,hierarchical,2.0,0.2,5.0,tfidf,lda,False,16.0
