Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17
0.22529707714460995,0.48450456870520486,0.47278249255204424,0.48149825685877684,0.35846234110883757,0.4754774261367493,0.4517305229375901,0.30184699811356924,0.5176120979213825,0.3979550540597092,0.3162081149674444,0.48497299516298,0.42412683722955835,0.315423992999537,0.23651143074301526,0.5658346777011222,0.3895096395106377,0.5332482290881501
